,STR Number,Hotel Name,Address 1,Address 2,City,State,Country,Postal Code,Rooms,Market,Sub-Market,Open Date,Original Affiliation,Class,Location,Affiliation,Year/Month Affiliated,Telephone,Latitude,Longitude,coordinates,nearBeach,BeachID,distance
6328,237778,Dower House Hotel,Manor Estate,,Woodhall Spa,EMI,United Kingdom,LN10 6PY,21,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441526352588.0,53.154316,-0.210742,"(53.154316, -0.210742)","[2229, 22.951862450395762]",2229,22.951862450395762
6329,225801,Petwood Hotel,Stixwould Rd,,Woodhall Spa,EMI,United Kingdom,LN10 6QH,53,Lincolnshire,Lincolnshire Regional,193306.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,193306.0,441526352411.0,53.157947,-0.218301,"(53.157947, -0.218301)","[2229, 23.303767829638833]",2229,23.303767829638833
6330,237904,Railway Hotel,195 Witham Rd,,Woodhall Spa,EMI,United Kingdom,LN10 6QX,4,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441526353511.0,53.143006,-0.240345,"(53.143006, -0.240345)","[2229, 24.04891480778155]",2229,24.04891480778155
6331,113584,The Golf Hotel,The Broadway,,Woodhall Spa,EMI,United Kingdom,LN10 6SG,50,Lincolnshire,Lincolnshire Regional,,Principal,Upper Upscale Class,Resort,Independent,200306.0,441526353535.0,53.153534,-0.210491,"(53.153534, -0.210491)","[2229, 22.932533969202897]",2229,22.932533969202897
6332,157184,The Inn @ Woodhall Spa,Stanhope Ave,,Woodhall Spa,EMI,United Kingdom,LN10 6TG,26,Lincolnshire,Lincolnshire Regional,188201.0,Independent,Upper Upscale Class,Suburban,Independent,188201.0,441526353231.0,53.151855,-0.214223,"(53.151855, -0.214223)","[2229, 23.066079322807308]",2229,23.066079322807308
6333,237779,Village Limits,63 Stixwould Rd,,Woodhall Spa,EMI,United Kingdom,LN106UJ,8,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441526353312.0,53.163318,-0.222794,"(53.163318, -0.222794)","[2071, 23.43260959281544]",2071,23.43260959281544
6334,152369,The Beaumont Hotel,66 Victoria Rd,,Louth,EMI,United Kingdom,LN11 0BX,16,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Urban,Independent,,441507605005.0,53.373382,0.004785,"(53.373382, 0.004785)","[3085, 9.184194676553231]",3085,9.184194676553231
6335,126843,Brackenborough Hotel,Cordeaux Cor,,Louth,EMI,United Kingdom,LN11 0SZ,24,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Suburban,Independent,,441507609169.0,53.389762,-0.016865,"(53.389762, -0.016865)","[2658, 9.17157569148868]",2658,9.17157569148868
6336,237659,Royal Oak Inn,Coggles Way,Little Cawthorpe,Louth,EMI,United Kingdom,LN11 8GZ,7,Lincolnshire,Lincolnshire Regional,175301.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,175301.0,441507600750.0,53.335634,0.039431,"(53.335634, 0.039431)","[2269, 8.858458879714513]",2269,8.858458879714513
6337,116871,Best Western Plus Kenwick Park Hotel,Kenwick Park Estate,,Louth,EMI,United Kingdom,LN11 8NR,51,Lincolnshire,Lincolnshire Regional,199201.0,Best Western,Upper Midscale Class,Suburban,Best Western Plus,201703.0,441507608806.0,53.34388,0.019199,"(53.34388, 0.019199)","[2269, 9.533959191836981]",2269,9.533959191836981
6338,237658,Priory Hotel,149 Eastgate,,Louth,EMI,United Kingdom,LN11 9AJ,9,Lincolnshire,Lincolnshire Regional,197701.0,Independent,Upscale Class,Small Metro/Town,Independent,197701.0,441507602930.0,53.368065,0.003398,"(53.368065, 0.003398)","[3085, 9.415391946489002]",3085,9.415391946489002
6339,237657,Kings Head Hotel,10 Mercer Row,,Louth,EMI,United Kingdom,LN11 9JQ,7,Lincolnshire,Lincolnshire Regional,176001.0,Independent,Upscale Class,Small Metro/Town,Independent,176001.0,441507602965.0,53.365835,-0.006158,"(53.365835, -0.006158)","[3085, 9.833303603430984]",3085,9.833303603430984
6340,238056,Mason's Arms,13 Cornmarket,,Louth,EMI,United Kingdom,LN11 9PY,10,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,201709.0,441507621200.0,53.366456,-0.00575,"(53.366456, -0.00575)","[3085, 9.797267395665838]",3085,9.797267395665838
6341,176476,Bacchus Hotel,17 High St,,Mablethorpe,EMI,United Kingdom,LN12 2EY,22,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Suburban,Independent,,441507441204.0,53.313243,0.282085,"(53.313243, 0.282085)","[51723, 0.2397207294101774]",51723,0.2397207294101774
6342,237905,Marisco Inn,6 Marine Ave,,Mablethorpe,EMI,United Kingdom,LN12 2ND,4,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441507441885.0,53.31453,0.282146,"(53.31453, 0.282146)","[2071, 0.1918371534694756]",2071,0.1918371534694756
6343,160399,Half Moon Hotel,25 West St,,Alford,EMI,United Kingdom,LN13 9DG,17,Lincolnshire,Lincolnshire Regional,197105.0,Independent,Upper Midscale Class,Urban,Independent,197105.0,441507463477.0,53.260679,0.17701,"(53.260679, 0.17701)","[51723, 5.756073220993223]",51723,5.756073220993223
6344,237543,Windmill Hotel,10 Market Pl,,Alford,EMI,United Kingdom,LN13 9EB,9,Lincolnshire,Lincolnshire Regional,178501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,178501.0,441507462124.0,53.261235,0.179808,"(53.261235, 0.179808)","[51723, 5.641264519225739]",51723,5.641264519225739
6345,237908,Nettleton Lodge Inn,Moortown Rd,,Market Rasen,EMI,United Kingdom,LN7 6HX,3,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472851829.0,53.488102,-0.361182,"(53.488102, -0.361182)","[23581, 14.598146522960635]",23581,14.598146522960635
6346,237886,White Hart,21 South St,,Market Rasen,EMI,United Kingdom,LN7 6UB,3,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472851734.0,53.496428,-0.314624,"(53.496428, -0.314624)","[2585, 12.850481243925815]",2585,12.850481243925815
6347,237669,Advocate Arms Hotel,2 Queen St,,Market Rasen,EMI,United Kingdom,LN8 3EH,10,Lincolnshire,Lincolnshire Regional,,Independent,Luxury Class,Small Metro/Town,Independent,,441673842364.0,53.387444,-0.337296,"(53.387444, -0.337296)","[3910, 17.413601568568794]",3910,17.413601568568794
6348,237670,White Swan,29 Queen St,,Market Rasen,EMI,United Kingdom,LN8 3EN,6,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441673843356.0,53.387485,-0.335514,"(53.387485, -0.335514)","[3910, 17.355905262148124]",3910,17.355905262148124
6349,237935,Limes Country House Hotel,Gainsborough Rd,,Market Rasen,EMI,United Kingdom,LN8 3JW,9,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441673842357.0,53.386969,-0.343587,"(53.386969, -0.343587)","[3910, 17.632862404072124]",3910,17.632862404072124
6350,120387,Admiral Rodney Hotel,North St,,Horncastle,EMI,United Kingdom,LN9 5DX,31,Lincolnshire,Lincolnshire Regional,199708.0,Independent,Upscale Class,Interstate,Independent,201601.0,441507523131.0,53.209463,-0.113934,"(53.209463, -0.113934)","[2071, 17.98368814875309]",2071,17.98368814875309
6351,237633,Bull Hotel,Bull Ring,,Horncastle,EMI,United Kingdom,LN9 5HU,8,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441507523331.0,53.208688,-0.114629,"(53.208688, -0.114629)","[2071, 18.032192022967454]",2071,18.032192022967454
6352,221450,The Woodlands Hotel,80 Pinchbeck Rd,,Spalding,EMI,United Kingdom,PE11 1QF,17,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441775769933.0,52.793382,-0.151289,"(52.793382, -0.151289)","[2346, 25.53356955393863]",2346,25.53356955393863
6353,237740,Red Lion Hotel,Market Pl,,Spalding,EMI,United Kingdom,PE11 1SU,16,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441775722869.0,52.787333,-0.151249,"(52.787333, -0.151249)","[2346, 25.627833661831836]",2346,25.627833661831836
6354,237739,Cley Hall Hotel,22 High St,,Spalding,EMI,United Kingdom,PE11 1TX,15,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441775725157.0,52.788565,-0.145911,"(52.788565, -0.145911)","[2346, 25.390963488391897]",2346,25.390963488391897
6355,276637,Travel Stop Motel,50 Cowbit Rd,,Spalding,EMI,United Kingdom,PE11 2RJ,10,Lincolnshire,Lincolnshire Regional,,Independent,Economy Class,Small Metro/Town,Independent,,441775767290.0,52.776789,-0.156272,"(52.776789, -0.156272)","[2346, 26.012900593589226]",2346,26.012900593589226
6356,156297,Travelodge Spalding,Camel Gate,Camel Gate,Spalding,EMI,United Kingdom,PE12 6EU,43,Lincolnshire,Lincolnshire Regional,200801.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",202012.0,448719846383.0,52.798358,-0.127461,"(52.798358, -0.127461)","[2346, 24.4868683559706]",2346,24.4868683559706
6357,176654,The Mansion House,45 High St,Holbeach,Spalding,EMI,United Kingdom,PE12 7DY,9,Lincolnshire,Lincolnshire Regional,180001.0,Independent,Upper Upscale Class,Suburban,Independent,180001.0,44140426919.0,52.803839,0.016219,"(52.803839, 0.016219)","[2346, 18.567359792491647]",2346,18.567359792491647
6358,127051,Travelodge King's Lynn Long Sutton Hotel,Wisbech Rd,,Spalding,EMI,United Kingdom,PE12 9AG,40,Lincolnshire,Lincolnshire Regional,199001.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",202102.0,448719846082.0,52.77523,0.133722,"(52.77523, 0.133722)","[2346, 14.699866622376888]",2346,14.699866622376888
6359,237651,The Granary,5 Market St,,Spalding,EMI,United Kingdom,PE12 9DD,6,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441406364675.0,52.785877,0.121045,"(52.785877, 0.121045)","[2346, 14.85368043285608]",2346,14.85368043285608
6360,237866,Palmers Ale House & Kitchen,Market Pl,,Long Sutton,EMI,United Kingdom,PE12 9JF,8,Lincolnshire,Lincolnshire Regional,201501.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201501.0,441406365554.0,52.784579,0.121032,"(52.784579, 0.121032)","[2346, 14.891265028113079]",2346,14.891265028113079
6361,237747,Anchor Inn,280 Bridge Rd,,Spalding,EMI,United Kingdom,PE12 9SH,8,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441406359892.0,52.772966,0.175024,"(52.772966, 0.175024)","[2346, 13.277528667150346]",2346,13.277528667150346
6362,237748,Riverside Bar & Restaurant,16 Bridge Rd,,Spalding,EMI,United Kingdom,PE12 9UA,12,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441406351402.0,52.76768,0.19409,"(52.76768, 0.19409)","[2346, 12.81276816980449]",2346,12.81276816980449
6363,237576,Poacher's Country Hotel,Swineshead Rd,,Boston,EMI,United Kingdom,PE20 1SQ,14,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441205290310.0,52.964464,-0.12004,"(52.964464, -0.12004)","[2228, 20.82322872563395]",2228,20.82322872563395
6364,123173,Supreme Inns Bicker Bar,Donington Rd,Swineshead,Boston,EMI,United Kingdom,PE20 3AN,55,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Suburban,Independent,200707.0,441205822804.0,52.931421,-0.157787,"(52.931421, -0.157787)","[2228, 23.249343847531353]",2228,23.249343847531353
6365,154854,Boston West Hotel,"Hubbert's Bridge
Hubbert's Bridge",,Boston,EMI,United Kingdom,PE20 3QX,24,Lincolnshire,Lincolnshire Regional,200606.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,200606.0,441205290670.0,52.977475,-0.110894,"(52.977475, -0.110894)","[2228, 20.112231061239562]",2228,20.112231061239562
6366,237575,Magnet Tavern,South Sq,,Boston,EMI,United Kingdom,PE21 6HX,5,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441205366886.0,52.975792,-0.023309,"(52.975792, -0.023309)","[2228, 16.86697995054363]",2228,16.86697995054363
6367,125783,New England Hotel,49 Wide Bargate,,Boston,EMI,United Kingdom,PE21 6SH,28,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Suburban,Independent,,441205365255.0,52.980218,-0.019376,"(52.980218, -0.019376)","[2228, 16.58022279206262]",2228,16.58022279206262
6368,251520,Quayside Hotel,6 London Rd,,Boston,EMI,United Kingdom,PE21 8AG,12,Lincolnshire,Lincolnshire Regional,201712.0,Independent,Upscale Class,Small Metro/Town,Independent,201712.0,441205500501.0,52.970645,-0.02624,"(52.970645, -0.02624)","[2228, 17.14334054689173]",2228,17.14334054689173
6369,172842,White Hart Hotel,1 High St,,Boston,EMI,United Kingdom,PE21 8SH,26,Lincolnshire,Lincolnshire Regional,190001.0,Independent,Upper Upscale Class,Urban,Independent,201601.0,441205311900.0,52.977014,-0.025103,"(52.977014, -0.025103)","[2228, 16.893691795367726]",2228,16.893691795367726
6370,274241,The Stanley Hotel,23 High St,,Boston,EMI,United Kingdom,PE21 8SH,12,Lincolnshire,Lincolnshire Regional,202009.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,202009.0,441205500501.0,52.976279,-0.024533,"(52.976279, -0.024533)","[2228, 16.896278122980153]",2228,16.896278122980153
6371,237574,King's Arms,13 Horncastle Rd,,Boston,EMI,United Kingdom,PE21 9BU,5,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441205364296.0,52.983447,-0.018731,"(52.983447, -0.018731)","[2228, 16.45516524486459]",2228,16.45516524486459
6372,123667,Premier Inn Boston,Wainfleet Rd,,Boston,EMI,United Kingdom,PE21 9RW,96,Lincolnshire,Lincolnshire Regional,199801.0,Premier Inn,Economy Class,Suburban,Premier Inn,202007.0,448715278120.0,52.9877,-0.004387,"(52.9877, -0.004387)","[2228, 15.790060442284263]",2228,15.790060442284263
6373,237713,Red Lion,Revesby Bank,,Revesby,EMI,United Kingdom,PE22 7NQ,4,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441507568665.0,53.135265,-0.057767,"(53.135265, -0.057767)","[2229, 16.481832143229582]",2229,16.481832143229582
6374,237925,Angel Inn,Church End Ln,,Boston,EMI,United Kingdom,PE22 9EJ,4,Lincolnshire,Lincolnshire Regional,191401.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,191401.0,441205870315.0,53.036438,0.122421,"(53.036438, 0.122421)","[2228, 9.590797591171565]",2228,9.590797591171565
6375,237856,Red Lion Inn,Skegness Rd,,Spilsby,EMI,United Kingdom,PE23 4PG,5,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441790752271.0,53.193398,0.110939,"(53.193398, 0.110939)","[55164, 9.88173826301302]",55164,9.88173826301302
6376,237767,The Woolpack,39 High St,,Skegness,EMI,United Kingdom,PE24 4BJ,5,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441754880353.0,53.106919,0.236216,"(53.106919, 0.236216)","[2229, 4.134890357902226]",2229,4.134890357902226
6377,237578,Bell Hotel,45 High St,,Burgh Le Marsh,EMI,United Kingdom,PE24 5JP,8,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441754810318.0,53.161833,0.244907,"(53.161833, 0.244907)","[20656, 4.393957536392253]",20656,4.393957536392253
6378,237877,Vine Hotel,3 South Rd,,Skegness,EMI,United Kingdom,PE24 5TH,20,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754872228.0,53.223415,0.337138,"(53.223415, 0.337138)","[55164, 0.6058722491654221]",55164,0.6058722491654221
6379,175917,North Shore Hotel & Golf Club,North Shore Rd,,Skegness,EMI,United Kingdom,PE25 1DN,34,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Resort,Independent,202105.0,441754763298.0,53.155757,0.347468,"(53.155757, 0.347468)","[20656, 0.4051871099164792]",20656,0.4051871099164792
6380,237636,Anchor Hotel & Bars,Anchor Ln,,Skegness,EMI,United Kingdom,PE25 1LX,37,Lincolnshire,Lincolnshire Regional,,Independent,Midscale Class,Small Metro/Town,Independent,,441754872512.0,53.201024,0.348656,"(53.201024, 0.348656)","[54405, 0.6879963604701259]",54405,0.6879963604701259
6381,237828,Villager Hotel,Sea Ln,,Skegness,EMI,United Kingdom,PE25 1PG,21,Lincolnshire,Lincolnshire Regional,201101.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,201101.0,441754873509.0,53.193141,0.345559,"(53.193141, 0.345559)","[54405, 0.3783228952883168]",54405,0.3783228952883168
6382,175906,Southview Park Hotel,Morningside Dr,,Skegness,EMI,United Kingdom,PE25 2LA,62,Lincolnshire,Lincolnshire Regional,,Independent,Economy Class,Suburban,Independent,,441754896001.0,53.156694,0.307364,"(53.156694, 0.307364)","[20656, 1.7904117894861897]",20656,1.7904117894861897
6383,237829,Craigside Hotel,26 Scarbrough Ave,,Skegness,EMI,United Kingdom,PE25 2SY,15,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754763307.0,53.145954,0.339809,"(53.145954, 0.339809)","[2077, 0.37489969257089495]",2077,0.37489969257089495
6384,237728,Queens Hotel,49 Scarborough Ave,,Skegness,EMI,United Kingdom,PE25 2TD,24,Lincolnshire,Lincolnshire Regional,193501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,193501.0,441754762073.0,53.145438,0.344301,"(53.145438, 0.344301)","[2077, 0.18802497233235108]",2077,0.18802497233235108
6385,237719,Charnwood Hotel,29 Scarborough Ave,,Skegness,EMI,United Kingdom,PE25 2TQ,28,Lincolnshire,Lincolnshire Regional,194501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,194501.0,441754764759.0,53.145994,0.341597,"(53.145994, 0.341597)","[2077, 0.3061481459856169]",2077,0.3061481459856169
6386,175896,County Hotel,North Para,,Skegness,EMI,United Kingdom,PE25 2UB,40,Lincolnshire,Lincolnshire Regional,,Grand UK Holidays,Economy Class,Urban,Grand UK Holidays,,441754762461.0,53.147474,0.345368,"(53.147474, 0.345368)","[20656, 0.23175637838963892]",20656,0.23175637838963892
6387,237720,The Chatsworth,15 North Parade,,Skegness,EMI,United Kingdom,PE25 2UB,40,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441754764177.0,53.146431,0.345191,"(53.146431, 0.345191)","[2077, 0.19873095292905762]",2077,0.19873095292905762
6388,237721,Grand Hotel,14 North Para,,Skegness,EMI,United Kingdom,PE25 2UB,21,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754763804.0,53.146118,0.345056,"(53.146118, 0.345056)","[2077, 0.1874990999820446]",2077,0.1874990999820446
6389,237729,Quorn Hotel,11 North Para,,Skegness,EMI,United Kingdom,PE25 2UB,24,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441754763508.0,53.145762,0.345042,"(53.145762, 0.345042)","[2077, 0.17256212841760182]",2077,0.17256212841760182
6390,237731,Savoy Hotel,12 North Parade,,Skegness,EMI,United Kingdom,PE25 2UB,46,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754763371.0,53.145933,0.345112,"(53.145933, 0.345112)","[2077, 0.17743139806278352]",2077,0.17743139806278352
6391,237802,Coasters Hotel & Apartments,10 North Para,,Skegness,EMI,United Kingdom,PE25 2UB,16,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754763030.0,53.145638,0.345058,"(53.145638, 0.345058)","[2077, 0.16717104780209302]",2077,0.16717104780209302
6392,237830,North Parade Guest Accommodation,20 N Parade,,Skegness,EMI,United Kingdom,PE25 2UB,22,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754762309.0,53.146801,0.345359,"(53.146801, 0.345359)","[2077, 0.2140572721377219]",2077,0.2140572721377219
6393,175916,The Crown Hotel,246 Drummond Rd,,Skegness,EMI,United Kingdom,PE25 3AB,30,Lincolnshire,Lincolnshire Regional,192501.0,Independent,Economy Class,Suburban,Independent,192501.0,441754610760.0,53.130258,0.338503,"(53.130258, 0.338503)","[4760, 0.6689113821732716]",4760,0.6689113821732716
6394,237811,Links Hotel,Drummond St,,Skegness,EMI,United Kingdom,PE25 3BT,16,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754761255.0,53.132975,0.339066,"(53.132975, 0.339066)","[4760, 0.5338425381873061]",4760,0.5338425381873061
6395,237726,Leisure Hotel,28 Drummond Rd,,Skegness,EMI,United Kingdom,PE25 3EB,26,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754763727.0,53.140054,0.342856,"(53.140054, 0.342856)","[4760, 0.3626255681326085]",4760,0.3626255681326085
6396,276585,Ivydene Hotel Skegness,39 Drummond Rd,,Skegness,EMI,United Kingdom,PE25 3EB,10,Lincolnshire,Lincolnshire Regional,,Independent,Economy Class,Small Metro/Town,Independent,,441754763834.0,53.139186,0.342682,"(53.139186, 0.342682)","[4760, 0.33830048645299127]",4760,0.33830048645299127
6397,276601,The Singlecote Hotel,34 Drummond Rd,,Skegness,EMI,United Kingdom,PE25 3EB,10,Lincolnshire,Lincolnshire Regional,,Independent,Midscale Class,Small Metro/Town,Independent,,441754764698.0,53.140301,0.342391,"(53.140301, 0.342391)","[2077, 0.3733346911957018]",2077,0.3733346911957018
6398,237792,Beeston Lodge Hotel,101 Drummond Rd,,Skegness,EMI,United Kingdom,PE25 3EH,9,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754765533.0,53.136015,0.341943,"(53.136015, 0.341943)","[4760, 0.3421174682281466]",4760,0.3421174682281466
6399,261136,Premier Inn Skegness Seafront,North Para,,Skegness,EMI,United Kingdom,PE25 3HH,80,Lincolnshire,Lincolnshire Regional,201904.0,Premier Inn,Economy Class,Small Metro/Town,Premier Inn,202007.0,448715278000.0,53.145436,0.345866,"(53.145436, 0.345866)","[2077, 0.13168977888556987]",2077,0.13168977888556987
6400,237730,Royal Hotel,106 South Parade,,Skegness,EMI,United Kingdom,PE25 3HR,70,Lincolnshire,Lincolnshire Regional,189001.0,Independent,Upscale Class,Small Metro/Town,Independent,189001.0,441754762301.0,53.136481,0.342795,"(53.136481, 0.342795)","[4760, 0.30186955788672554]",4760,0.30186955788672554
6401,237831,Yellow Mountain Hotel,104 S Parade,,Skegness,EMI,United Kingdom,PE25 3HR,22,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754611452.0,53.136935,0.343048,"(53.136935, 0.343048)","[4760, 0.288991792125213]",4760,0.288991792125213
6402,237723,Hotel No 8,8 South Parade,,Skegness,EMI,United Kingdom,PE25 3HW,18,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441754761301.0,53.141484,0.343389,"(53.141484, 0.343389)","[2077, 0.2859673936575458]",2077,0.2859673936575458
6403,237725,Lakeside Hotel,24 South Parade,,Skegness,EMI,United Kingdom,PE25 3HW,19,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754762243.0,53.140156,0.343407,"(53.140156, 0.343407)","[4760, 0.34848911124169674]",4760,0.34848911124169674
6404,237832,South Parade Hotel,22 South Para,,Skegness,EMI,United Kingdom,PE25 3HW,15,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754764113.0,53.140299,0.343379,"(53.140299, 0.343379)","[2077, 0.3473244587285972]",2077,0.3473244587285972
6405,237724,JJ's Hotel Bar & Restaurant,1 Firbeck Ave,,Skegness,EMI,United Kingdom,PE25 3JY,12,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441754762928.0,53.13927,0.341168,"(53.13927, 0.341168)","[4760, 0.3978750950084459]",4760,0.3978750950084459
6406,237790,The Northdale,12 Firbeck Ave,,Skegness,EMI,United Kingdom,PE25 3JY,9,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441754610554.0,53.138527,0.340517,"(53.138527, 0.340517)","[4760, 0.4069952468986283]",4760,0.4069952468986283
6407,268840,Three Falcons Hotel,1 Orchardson,,London,LON,United Kingdom,NW8 8NG,12,London,Bayswater/Notting Hill/Paddington,,Independent,Upscale Class,Urban,Independent,,447393053053.0,51.524109,-0.174655,"(51.524109, -0.174655)","[52919, 3.540235857702136]",52919,3.540235857702136
6408,238561,The Distillery,186 Portobello Rd,,London,LON,United Kingdom,W11 1LA,3,London,Bayswater/Notting Hill/Paddington,201601.0,Independent,Upscale Class,Urban,Independent,201601.0,,51.516077,-0.204756,"(51.516077, -0.204756)","[52919, 2.3325322689703714]",52919,2.3325322689703714
6409,126814,Portobello Hotel,22 Stanley Gdns,North Kensington,London,LON,United Kingdom,W11 2NG,21,London,Bayswater/Notting Hill/Paddington,197106.0,Independent,Upper Upscale Class,Urban,Independent,197106.0,442077272777.0,51.512244,-0.203434,"(51.512244, -0.203434)","[52919, 2.1319846852488595]",52919,2.1319846852488595
6410,238449,Ravna Gora Hotel,29 Holland Park Ave,,London,LON,United Kingdom,W11 3RW,22,London,Bayswater/Notting Hill/Paddington,,Independent,Upscale Class,Urban,Independent,,442077277725.0,51.507392,-0.203476,"(51.507392, -0.203476)","[52919, 1.8569321646539945]",52919,1.8569321646539945
6411,112597,Hilton London Kensington Hotel,179 Holland Park Ave,,London,LON,United Kingdom,W114UL,601,London,Bayswater/Notting Hill/Paddington,197301.0,Independent,Upper Upscale Class,Urban,Hilton,202006.0,442076033355.0,51.504783,-0.214159,"(51.504783, -0.214159)","[52919, 1.4536423756123962]",52919,1.4536423756123962
6412,238525,London Kings Hotel,246 Edgware Rd,,London,LON,United Kingdom,W2 1DS,44,London,Bayswater/Notting Hill/Paddington,,Independent,Upscale Class,Urban,Independent,,442077240880.0,51.519227,-0.168599,"(51.519227, -0.168599)","[52919, 3.491572966136188]",52919,3.491572966136188
6413,228123,Maitrise Hotel Egdware Road,346 Edgware Rd,,London,LON,United Kingdom,W2 1EA,21,London,Bayswater/Notting Hill/Paddington,201508.0,Best Western,Upscale Class,Urban,Independent,201808.0,442077241138.0,51.52113,-0.171358,"(51.52113, -0.171358)","[52919, 3.492047755318897]",52919,3.492047755318897
6414,134056,Hilton London Paddington Hotel,146 Praed St,,London,LON,United Kingdom,W2 1EE,422,London,Bayswater/Notting Hill/Paddington,185401.0,Independent,Upper Upscale Class,Urban,Hilton,202007.0,442078500500.0,51.515779,-0.17586,"(51.515779, -0.17586)","[52919, 3.0996279747739006]",52919,3.0996279747739006
