,STR Number,Hotel Name,Address 1,Address 2,City,State,Country,Postal Code,Rooms,Market,Sub-Market,Open Date,Original Affiliation,Class,Location,Affiliation,Year/Month Affiliated,Telephone,Latitude,Longitude,coordinates,nearBeach,BeachID,distance
3269,237128,Cock Inn,Egremont St,,Sudbury,EOE,United Kingdom,CO10 7SA,5,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441787280544.0,52.095207,0.668685,"(52.095207, 0.668685)","[3280, 20.44991497200463]",3280,20.44991497200463
3270,236914,Plough Inn,Brockley Green,,Sudbury,EOE,United Kingdom,CO10 8DT,8,East Anglia and Essex,Essex Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441440786789.0,52.094852,0.512802,"(52.094852, 0.512802)","[3280, 26.35548115665907]",3280,26.35548115665907
3271,158565,The Bell Hotel,Cavendish Rd,,Sudbury,EOE,United Kingdom,CO10 8NN,15,East Anglia and Essex,Essex Regional,,Independent,Luxury Class,Suburban,Independent,,441787277741.0,52.078621,0.581797,"(52.078621, 0.581797)","[3280, 23.22127785274992]",3280,23.22127785274992
3272,176729,The Black Lion Hotel,Long Melford,,Sudbury,EOE,United Kingdom,CO10 9DN,10,East Anglia and Essex,Essex Regional,,Independent,Upper Upscale Class,Urban,Independent,,441787312356.0,52.086116,0.720714,"(52.086116, 0.720714)","[3280, 18.238329030175088]",3280,18.238329030175088
3273,176447,The George & Dragon Inn,Hall St,,Sudbury,EOE,United Kingdom,CO10 9JA,14,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Suburban,Independent,,441787371285.0,52.075821,0.71687,"(52.075821, 0.71687)","[3280, 18.007373231535226]",3280,18.007373231535226
3274,236929,Crown Inn Hotel & Restaurant,Hall St,,Sudbury,EOE,United Kingdom,CO10 9JL,12,East Anglia and Essex,Essex Regional,175301.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,175301.0,441787377666.0,52.078681,0.718054,"(52.078681, 0.718054)","[3280, 18.064634364978943]",3280,18.064634364978943
3275,237214,Long Melford Swan,Hall St,,Sudbury,EOE,United Kingdom,CO10 9JQ,7,East Anglia and Essex,Essex Regional,201501.0,Independent,Upscale Class,Small Metro/Town,Independent,201501.0,441787464545.0,52.079447,0.718841,"(52.079447, 0.718841)","[3280, 18.063241542843212]",3280,18.06324154284321
3278,236944,Mistley Thorn,High St,,Manningtree,EOE,United Kingdom,CO11 1HE,11,East Anglia and Essex,Essex Regional,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441206392821.0,51.944688,1.079007,"(51.944688, 1.079007)","[3280, 0.1387716372566805]",3280,0.1387716372566805
3286,237233,Royal Albion,The Parade,,Walton On The Naze,EOE,United Kingdom,CO14 8AS,3,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441255677122.0,51.849815,1.274159,"(51.849815, 1.274159)","[2532, 0.13761539504896722]",2532,0.1376153950489672
3299,123694,Premier Inn Colchester A12,Ipswich Rd,,Colchester,EOE,United Kingdom,CO4 9WP,105,East Anglia and Essex,Essex Regional,199601.0,Premier Inn,Economy Class,Suburban,Premier Inn,202007.0,448715278260.0,51.919721,0.932579,"(51.919721, 0.932579)","[3280, 6.5810347154902455]",3280,6.5810347154902455
3308,140406,The Stoke By Nayland Hotel,Keepers Ln Ln,,Colchester,EOE,United Kingdom,CO6 4PX,80,East Anglia and Essex,Essex Regional,199901.0,Best Western,Upper Upscale Class,Suburban,Independent,201006.0,441206262836.0,51.997681,0.865804,"(51.997681, 0.865804)","[3280, 9.925199199573996]",3280,9.925199199573996
3309,236989,Angel Inn,Polstead St,,Stoke By Nayland,EOE,United Kingdom,CO6 4SA,6,East Anglia and Essex,Essex Regional,175301.0,Independent,Luxury Class,Small Metro/Town,Independent,175301.0,441206263245.0,51.989615,0.894359,"(51.989615, 0.894359)","[3280, 8.590278291918237]",3280,8.590278291918237
3310,225730,The Crown Inn,Park St,,Colchester,EOE,United Kingdom,CO6 4SE,11,East Anglia and Essex,Essex Regional,200806.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,200806.0,441206262001.0,51.989447,0.895249,"(51.989447, 0.895249)","[3280, 8.550789918361177]",3280,8.550789918361177
3311,237061,Dedham Hall,Brook St,,Colchester,EOE,United Kingdom,CO7 6AD,16,East Anglia and Essex,Essex Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441206323027.0,51.960175,0.996508,"(51.960175, 0.996508)","[3280, 3.810512339675444]",3280,3.810512339675444
3312,237168,Sun Inn,High St,,Dedham,EOE,United Kingdom,CO7 6DF,7,East Anglia and Essex,Essex Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441206323351.0,51.95894,0.99235,"(51.95894, 0.99235)","[3280, 3.9567833223381896]",3280,3.9567833223381896
3313,185012,Holiday Inn Express Colchester,Birchwood Rd,Dedham,Colchester,EOE,United Kingdom,CO7 6HS,101,East Anglia and Essex,Essex Regional,201109.0,Holiday Inn Express,Upper Midscale Class,Urban,Holiday Inn Express,201109.0,441206321510.0,51.942069,0.95702,"(51.942069, 0.95702)","[3280, 5.324593767318545]",3280,5.324593767318545
3314,231329,Milsoms Hotel,Stratford Rd,,Colchester,EOE,United Kingdom,CO7 6HW,15,East Anglia and Essex,Essex Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441206322795.0,51.960731,0.973062,"(51.960731, 0.973062)","[3280, 4.782718202349938]",3280,4.782718202349938
3315,237047,The Court House,Harwich Rd,,Colchester,EOE,United Kingdom,CO7 7JG,10,East Anglia and Essex,Essex Regional,182201.0,Independent,Upscale Class,Small Metro/Town,Independent,182201.0,441206250322.0,51.881811,1.033123,"(51.881811, 1.033123)","[3280, 4.767963165672307]",3280,4.767963165672307
3316,126184,Dragonfly Hotel Colchester,Old Ipswich Rd,Ardleigh Junction,Colchester,EOE,United Kingdom,CO7 7QY,50,East Anglia and Essex,Essex Regional,199206.0,Butterfly,Midscale Class,Suburban,Dragonfly Hotel,201503.0,441206230900.0,51.923193,0.937505,"(51.923193, 0.937505)","[3280, 6.319465469001506]",3280,6.319465469001506
3319,237173,The Pheasant,Audley End,,Halstead,EOE,United Kingdom,CO9 3AU,5,East Anglia and Essex,Essex Regional,201101.0,Independent,Upscale Class,Small Metro/Town,Independent,201101.0,441787465010.0,52.007672,0.639648,"(52.007672, 0.639648)","[3280, 19.336799829893916]",3280,19.33679982989392
3340,269843,OYO Devine Beach Hotel,21 Manor Rd,Westcliff-on-Sea,Westcliff On Sea,EOE,United Kingdom,SS0 7SR,19,East Anglia and Essex,Essex Regional,,Independent,Economy Class,Small Metro/Town,OYO,201904.0,442080898579.0,51.536624,0.68995,"(51.536624, 0.68995)","[4391, 0.11027943049363712]",4391,0.1102794304936371
3341,237053,Welbeck Hotel,27 Palmerston Rd,,Westcliff On Sea,EOE,United Kingdom,SS0 7TA,19,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441702347736.0,51.53727,0.688879,"(51.53727, 0.688879)","[4391, 0.16928822649725106]",4391,0.169288226497251
3342,237146,Melal Hotel Apartments,14 Pembury Rd,Westcliff-on-Sea,Westcliff On Sea,EOE,United Kingdom,SS0 8DS,22,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441702330896.0,51.536679,0.68754,"(51.536679, 0.68754)","[4391, 0.17433839867518663]",4391,0.1743383986751866
3343,237056,Grosvenor Hotel,10 Grosvenor Mews,,Westcliff On Sea,EOE,United Kingdom,SS0 8EW,22,East Anglia and Essex,Essex Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441702345365.0,51.536652,0.684806,"(51.536652, 0.684806)","[4391, 0.27518656378404605]",4391,0.275186563784046
3354,220822,Premier Inn Southend On Sea Eastern Esplanade Hotel,64 Eastern Esplanade,,Southend On Sea,EOE,United Kingdom,SS12YT,81,East Anglia and Essex,Essex Regional,201502.0,Premier Inn,Economy Class,Suburban,Premier Inn,202007.0,448715279504.0,51.530708,0.730624,"(51.530708, 0.730624)","[3754, 0.13490041168740094]",3754,0.1349004116874009
3355,123652,Premier Inn Basildon East Mayne,Falmores,East Mayne,Basildon,EOE,United Kingdom,SS13 1BW,73,East Anglia and Essex,Essex Regional,198701.0,Premier Inn,Economy Class,Suburban,Premier Inn,202102.0,448715278054.0,51.579911,0.496597,"(51.579911, 0.496597)","[3638, 6.064435663999674]",3638,6.064435663999674
3356,124136,Campanile Basildon East Of London,Burches,Pipps Hill,Basildon,EOE,United Kingdom,SS14 3AE,97,East Anglia and Essex,Essex Regional,198701.0,Campanile,Midscale Class,Interstate,Campanile,198701.0,441268530810.0,51.584383,0.443336,"(51.584383, 0.443336)","[3638, 7.927377744515176]",3638,7.927377744515176
3357,116959,Holiday Inn Basildon,Waterfront Walk,Waterfront Walk,Basildon,EOE,United Kingdom,SS14 3DG,148,East Anglia and Essex,Essex Regional,,Posthouse,Upper Midscale Class,Suburban,Holiday Inn,202006.0,448719429003.0,51.583594,0.460938,"(51.583594, 0.460938)","[3638, 7.315241220797797]",3638,7.315241220797797
3358,137573,Travelodge Basildon Hotel,Festival Way,Festival Leisure Park,Basildon,EOE,United Kingdom,SS14 3WB,60,East Anglia and Essex,Essex Regional,200101.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",202008.0,448719846008.0,51.585283,0.464715,"(51.585283, 0.464715)","[3638, 7.275300400209749]",3638,7.275300400209749
3359,142065,Premier Inn Basildon Festival Park,Pipps Hill Rd S,Pipps Hill Road South,Basildon,EOE,United Kingdom,SS14 3WB,84,East Anglia and Essex,Essex Regional,198701.0,Premier Inn,Economy Class,Suburban,Premier Inn,202007.0,448715278056.0,51.587797,0.461082,"(51.587797, 0.461082)","[3638, 7.508036834378049]",3638,7.508036834378049
3361,123653,Premier Inn Basildon South,High Rd,Fobbing,Stanford Le Hope,EOE,United Kingdom,SS17 9NR,61,East Anglia and Essex,Essex Regional,199501.0,Premier Inn,Economy Class,Urban,Premier Inn,202006.0,448715278060.0,51.550811,0.466638,"(51.550811, 0.466638)","[3638, 5.820819606078206]",3638,5.820819606078206
3363,201950,Holiday Inn Southend,77 Eastwoodbury Cres,,Southend On Sea,EOE,United Kingdom,SS2 6XG,129,East Anglia and Essex,Essex Regional,201210.0,Holiday Inn,Upper Midscale Class,Suburban,Holiday Inn,201210.0,441702543001.0,51.566897,0.701526,"(51.566897, 0.701526)","[4391, 2.2459280623965956]",4391,2.245928062396596
3365,126952,The Rochford Hotel,Bradley Way,,Rochford,EOE,United Kingdom,SS4 1BU,22,East Anglia and Essex,Essex Regional,,Independent,Midscale Class,Suburban,Independent,,441702544393.0,51.581704,0.704526,"(51.581704, 0.704526)","[4391, 3.274676149985851]",4391,3.274676149985851
3368,126083,Oysterfleet Hotel,21 Knightswick Rd,,Canvey Island,EOE,United Kingdom,SS8 9PA,41,East Anglia and Essex,Essex Regional,199701.0,Independent,Upper Midscale Class,Suburban,Independent,199701.0,441268510111.0,51.523967,0.59238,"(51.523967, 0.59238)","[3638, 0.8039680421036418]",3638,0.8039680421036418
3393,157398,Best Western Brook Hotel Felixstowe,Orwell Rd,,Felixstowe,EOE,United Kingdom,IP11 7HE,22,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Midscale Class,Small Metro/Town,Best Western,202007.0,441394278441.0,51.960721,1.347425,"(51.960721, 1.347425)","[2796, 0.18577676218215922]",2796,0.1857767621821592
3413,236926,White Horse,Station Rd,Station Road,Leiston,EOE,United Kingdom,IP16 4HD,11,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441728830694.0,52.207774,1.574725,"(52.207774, 1.574725)","[2399, 2.0278396926042115]",2399,2.0278396926042115
3415,237129,Eel's Foot Inn,Back Rd,,Leiston,EOE,United Kingdom,IP164SN,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441728830154.0,52.238939,1.590669,"(52.238939, 1.590669)","[3091, 1.588463333488104]",3091,1.588463333488104
3418,237131,Sibton White Horse,Halesworth Rd,,Saxmundham,EOE,United Kingdom,IP17 2JJ,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441728660337.0,52.279372,1.455091,"(52.279372, 1.455091)","[2372, 7.434063705236594]",2372,7.434063705236594
3419,159084,The Westleton Crown Hotel,The Street,Near Southworld,Saxmundham,EOE,United Kingdom,IP17 3AD,34,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Urban,Independent,,441728648777.0,52.265027,1.575112,"(52.265027, 1.575112)","[2372, 2.2666034504043946]",2372,2.2666034504043946
3420,237236,White Horse Inn,Darsham Rd,,Saxmundham,EOE,United Kingdom,IP17 3AH,4,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441728648222.0,52.266542,1.575032,"(52.266542, 1.575032)","[2372, 2.298633951825967]",2372,2.298633951825967
3422,237025,Satis House,A12 Main Rd,,Saxmundham,EOE,United Kingdom,IP17 3EX,12,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441728668418.0,52.264782,1.512955,"(52.264782, 1.512955)","[2372, 4.8532879439422665]",2372,4.8532879439422665
3427,153651,The Randolph Hotel,41 Wangford Rd,,Reydon,EOE,United Kingdom,IP18 6PZ,10,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Urban,Independent,,441502723603.0,52.337556,1.666569,"(52.337556, 1.666569)","[3773, 0.900167551039983]",3773,0.900167551039983
3428,237006,Bell Inn,Ferry Rd,,Southwold,EOE,United Kingdom,IP18 6TN,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441502723109.0,52.314225,1.66559,"(52.314225, 1.66559)","[3278, 0.1463558980515353]",3278,0.1463558980515353
3429,237005,The Anchor,Main St,,Southwold,EOE,United Kingdom,IP18 6UA,10,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441502722112.0,52.313199,1.662333,"(52.313199, 1.662333)","[3278, 0.23121215691583716]",3278,0.2312121569158371
3446,176540,The Olde Windmill Inn,Water End,,Thetford,EOE,United Kingdom,IP25 6NN,14,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Suburban,Independent,,441760756232.0,52.58318,0.72261,"(52.58318, 0.72261)","[2346, 23.1836221297504]",2346,23.1836221297504
3448,176695,Broom Hall Country Hotel,98 Richmond Rd,,Saham Toney,EOE,United Kingdom,IP25 7EX,15,East Anglia and Essex,Norfolk & Suffolk Regional,199401.0,Independent,Upper Upscale Class,Suburban,Independent,199401.0,441953882125.0,52.575783,0.804112,"(52.575783, 0.804112)","[2346, 25.474799984267502]",2346,25.474799984267506
3449,237540,Hockwold Hall,38 Station Rd,Hockwold cum Wilton,Hockwold,EOE,United Kingdom,IP26 4HZ,9,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441842827365.0,52.462016,0.536562,"(52.462016, 0.536562)","[2346, 28.70645111217854]",2346,28.70645111217854
3450,236995,Crown Hotel,12 Crown Rd,Mundford,Mundford,EOE,United Kingdom,IP26 5HQ,40,East Anglia and Essex,Norfolk & Suffolk Regional,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441842878233.0,52.512514,0.6575,"(52.512514, 0.6575)","[2346, 26.492306687277907]",2346,26.492306687277907
3451,236996,Lynford Hall Hotel,Mundford,,Thetford,EOE,United Kingdom,IP26 5HW,38,East Anglia and Essex,Norfolk & Suffolk Regional,196001.0,Independent,Upscale Class,Small Metro/Town,Independent,196001.0,441842878351.0,52.513955,0.67914,"(52.513955, 0.67914)","[2346, 26.716547219463518]",2346,26.71654721946352
3452,236824,Great Eastern Hotel,High St,,Brandon,EOE,United Kingdom,IP27 0AX,15,East Anglia and Essex,Norfolk & Suffolk Regional,185001.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,185001.0,441842338161.0,52.453373,0.622828,"(52.453373, 0.622828)","[2346, 29.983282466267976]",2346,29.983282466267976
3478,236864,Saracen's Head,Wall Rd,Wolterton,Norwich,EOE,United Kingdom,NR11 7LZ,5,East Anglia and Essex,Norfolk & Suffolk Regional,180601.0,Independent,Upscale Class,Small Metro/Town,Independent,180601.0,441263768909.0,52.844349,1.222337,"(52.844349, 1.222337)","[3537, 6.781774151569008]",3537,6.781774151569008
3480,236945,Royal Hotel,Paston Rd,,Norwich,EOE,United Kingdom,NR11 8BN,23,East Anglia and Essex,Norfolk & Suffolk Regional,189001.0,Independent,Upscale Class,Small Metro/Town,Independent,189001.0,441263720096.0,52.874598,1.439273,"(52.874598, 1.439273)","[3592, 0.22804331423430804]",3592,0.228043314234308
3481,261031,The Ship Inn,21 Beach Rd,,Mundesley,EOE,United Kingdom,NR11 8BQ,7,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263722671.0,52.87701,1.439457,"(52.87701, 1.439457)","[3592, 0.061451517516770165]",3592,0.0614515175167701
3482,236807,Felbrigg Lodge,School Rd,,Norwich,EOE,United Kingdom,NR11 8RA,12,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263666010.0,52.897105,1.248031,"(52.897105, 1.248031)","[3537, 2.988519442121812]",3537,2.988519442121812
3494,237183,Kings Head,The Street,,Norwich,EOE,United Kingdom,NR13 3DY,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441493750204.0,52.638841,1.547946,"(52.638841, 1.547946)","[2845, 7.751132549608453]",2845,7.751132549608453
3529,221501,Morston Hall,Morston,,Holt,EOE,United Kingdom,NR25 7AA,13,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Luxury Class,Small Metro/Town,Independent,,441263741041.0,52.954898,0.985777,"(52.954898, 0.985777)","[3504, 1.8994012935576523]",3504,1.8994012935576523
3530,236820,White Horse Blakeney,4 High St,,Holt,EOE,United Kingdom,NR25 7AL,9,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263740574.0,52.955361,1.017759,"(52.955361, 1.017759)","[3504, 1.1050015624691163]",3504,1.1050015624691163
3533,236821,Blakeney Manor Hotel,The Quay,,Holt,EOE,United Kingdom,NR25 7ND,35,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263740376.0,52.956185,1.019488,"(52.956185, 1.019488)","[3504, 1.0374777443400645]",3504,1.0374777443400645
3534,125962,Blakeney Hotel,Blakeney,,Holt,EOE,United Kingdom,NR25 7NE,60,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Suburban,Independent,,441263740797.0,52.955767,1.016809,"(52.955767, 1.016809)","[3504, 1.0856436213445952]",3504,1.0856436213445952
3535,237120,Kings Arms,Westgate St,,Holt,EOE,United Kingdom,NR25 7NQ,7,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441263740341.0,52.954777,1.014299,"(52.954777, 1.014299)","[3504, 1.1789542725453632]",3504,1.1789542725453632
3539,153627,The Dales Country House Hotel,Sheringham,Upper Sheringham,Sheringham,EOE,United Kingdom,NR26 8AD,21,East Anglia and Essex,Norfolk & Suffolk Regional,200001.0,Independent,Upper Upscale Class,Urban,Independent,200001.0,441263824555.0,52.931464,1.185696,"(52.931464, 1.185696)","[2119, 1.2876230110383253]",2119,1.287623011038325
3540,236977,The Two Lifeboats,2 High St,,Sheringham,EOE,United Kingdom,NR26 8JR,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263822401.0,52.945219,1.212034,"(52.945219, 1.212034)","[2119, 0.30188804721513524]",2119,0.3018880472151352
3541,236976,Burlington Hotel,1 The Esplanade,,Sheringham,EOE,United Kingdom,NR26 8LG,24,East Anglia and Essex,Norfolk & Suffolk Regional,189501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,189501.0,441263822224.0,52.945096,1.208114,"(52.945096, 1.208114)","[2119, 0.14877297269433595]",2119,0.1487729726943359
3545,211823,Cromer Country Club,127 Overstrand Rd,,Cromer,EOE,United Kingdom,NR27 0DJ,83,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Suburban,Independent,,441263513833.0,52.923303,1.314317,"(52.923303, 1.314317)","[2366, 0.4044395356953006]",2366,0.4044395356953006
3546,237162,The Grove,95 Overstrand Rd,,Cromer,EOE,United Kingdom,NR27 0DJ,16,East Anglia and Essex,Norfolk & Suffolk Regional,201301.0,Independent,Upscale Class,Small Metro/Town,Independent,201301.0,441263512412.0,52.924888,1.309911,"(52.924888, 1.309911)","[2366, 0.3156301141083871]",2366,0.3156301141083871
3552,237015,Links Country Park Hotel,Station Rd,,Cromer,EOE,United Kingdom,NR27 9QH,50,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441263838383.0,52.934161,1.246604,"(52.934161, 1.246604)","[3537, 1.1698857578870836]",3537,1.1698857578870836
3553,237014,Dormy House Hotel,58 Cromer Rd,,Cromer,EOE,United Kingdom,NR279QA,17,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441263837537.0,52.937506,1.249163,"(52.937506, 1.249163)","[3537, 1.0419912168959502]",3537,1.0419912168959502
3554,152958,Beechwood Hotel,20 Cromer Rd,,North Walsham,EOE,United Kingdom,NR28 0HD,17,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Urban,Independent,,441692403231.0,52.822674,1.382907,"(52.822674, 1.382907)","[3592, 4.484606883217628]",3592,4.484606883217628
3558,237138,Falgate Inn,Ludham Rd,,Great Yarmouth,EOE,United Kingdom,NR29 5HZ,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441692670003.0,52.714915,1.573214,"(52.714915, 1.573214)","[2871, 4.977525108659588]",2871,4.977525108659588
3578,262294,Premier Inn Great Yarmouth Seafront,3 South Beach Parade,,Great Yarmouth,EOE,United Kingdom,NR30 3EJ,81,East Anglia and Essex,Norfolk & Suffolk Regional,201906.0,Premier Inn,Economy Class,Urban,Premier Inn,202006.0,448705278000.0,52.590915,1.736045,"(52.590915, 1.736045)","[3917, 0.033317786094676366]",3917,0.0333177860946763
3597,237107,Royal Falcon,26 High St,,Lowestoft,EOE,United Kingdom,NR32 1HY,8,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441502583666.0,52.484136,1.756599,"(52.484136, 1.756599)","[4202, 0.3515198910357843]",4202,0.3515198910357843
3611,237241,Five Bells,Southwold Rd,,South Cove,EOE,United Kingdom,NR34 7JD,3,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441502675249.0,52.377841,1.670648,"(52.377841, 1.670648)","[3622, 1.6045966683518331]",3622,1.6045966683518331
3622,209534,The Globe Hotel,Tuesday Market Pl,King Street,Kings Lynn,EOE,United Kingdom,PE30 1EZ,37,East Anglia and Essex,Norfolk & Suffolk Regional,175301.0,Independent,Midscale Class,Small Metro/Town,Independent,175301.0,441553668000.0,52.75574,0.393546,"(52.75574, 0.393546)","[2346, 8.44339327262061]",2346,8.44339327262061
3623,221676,Bank House,"King's Staithe Square,",,Kings Lynn,EOE,United Kingdom,PE30 1RD,12,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441553660492.0,52.753084,0.392894,"(52.753084, 0.392894)","[2346, 8.62776948874116]",2346,8.62776948874116
3624,236918,Grange Hotel,27 Willow Park,South Wootton Lane,Kings Lynn,EOE,United Kingdom,PE30 3BP,9,East Anglia and Essex,Norfolk & Suffolk Regional,198001.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,198001.0,441553673777.0,52.770932,0.430427,"(52.770932, 0.430427)","[2346, 7.136273262810241]",2346,7.136273262810241
3625,114028,BW Signature Collection Kings Lynn Knights Hill Hotel & Spa,Grimston Rd,,Kings Lynn,EOE,United Kingdom,PE30 3HQ,79,East Anglia and Essex,Norfolk & Suffolk Regional,198601.0,Best Western,Upper Midscale Class,Suburban,BW Signature Collection,201802.0,441553675566.0,52.77787,0.469617,"(52.77787, 0.469617)","[2346, 6.702879492627089]",2346,6.702879492627089
3626,123874,Dragonfly Hotel King's Lynn,Beveridge Way,Hardwick Narrows Industrial Estate,Kings Lynn,EOE,United Kingdom,PE30 4NB,50,East Anglia and Essex,Norfolk & Suffolk Regional,198706.0,Butterfly,Midscale Class,Interstate,Dragonfly Hotel,202005.0,441553771707.0,52.735545,0.414395,"(52.735545, 0.414395)","[2346, 9.642010960966573]",2346,9.642010960966571
3627,231623,Travelodge Kings Lynn,Kellard Pl,Hardwick Road,Kings Lynn,EOE,United Kingdom,PE30 5DG,68,East Anglia and Essex,Norfolk & Suffolk Regional,201612.0,"Travelodge, UK",Economy Class,Interstate,"Travelodge, UK",202005.0,448715591888.0,52.743549,0.402323,"(52.743549, 0.402323)","[2346, 9.180485001873016]",2346,9.180485001873016
3628,237524,Goldings Public House & Rooms,11 Saturday Market Pl,,Kings Lynn,EOE,United Kingdom,PE30 5DQ,6,East Anglia and Essex,Norfolk & Suffolk Regional,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,201806.0,441553602388.0,52.752056,0.395178,"(52.752056, 0.395178)","[2346, 8.672755113156322]",2346,8.672755113156322
3629,236919,The Russet House,53 Goodwins Rd,,Kings Lynn,EOE,United Kingdom,PE30 5PE,12,East Anglia and Essex,Norfolk & Suffolk Regional,198501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,198501.0,441553773098.0,52.747357,0.408378,"(52.747357, 0.408378)","[2346, 8.874755429673275]",2346,8.874755429673275
3630,126702,Stuart House Hotel,39A Goodwins Rd,,Kings Lynn,EOE,United Kingdom,PE30 5QX,18,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Suburban,Independent,,441553772169.0,52.747556,0.406,"(52.747556, 0.406)","[2346, 8.879239812841188]",2346,8.879239812841188
3631,232525,Ffolkes Arms Hotel,Lynn Rd,Hillington,Kings Lynn,EOE,United Kingdom,PE31 6BJ,24,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Small Metro/Town,Independent,201705.0,441485600210.0,52.800221,0.545942,"(52.800221, 0.545942)","[2346, 6.583635700595018]",2346,6.583635700595018
3632,236853,The Feathers,71 Manor Rd,,Dersingham,EOE,United Kingdom,PE31 6LN,6,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441485540768.0,52.840531,0.511682,"(52.840531, 0.511682)","[2346, 3.585504949001122]",2346,3.585504949001122
3634,160970,The King's Head Hotel,B1153,,Kings Lynn,EOE,United Kingdom,PE31 6RJ,12,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upper Upscale Class,Suburban,Independent,,441485578265.0,52.858646,0.623874,"(52.858646, 0.623874)","[3761, 7.198706352516024]",3761,7.198706352516024
3636,153645,The Rose & Crown Hotel,Old Church Rd,,Kings Lynn,EOE,United Kingdom,PE31 7LX,16,East Anglia and Essex,Norfolk & Suffolk Regional,,Independent,Upscale Class,Urban,Independent,,441485541382.0,52.879649,0.504215,"(52.879649, 0.504215)","[3761, 2.2409320706712377]",3761,2.2409320706712377
